EX Kaiser Mask : EX Teostra Ticket x1,Teostra Horn+ x4,Pure ElderDrgnBlood x2,###,1 EX炎王龍チケット,4 炎王龍の尖角,2 古龍の浄血
EX Silver Solhelm : EX S. Rathalos Ticket x1,S.Rathalos Carapace x5,Rathalos Shell x8,###,1 EX銀火竜チケット,5 銀火竜の堅殻,8 火竜の甲殻
EX Silver Solcap : EX S. Rathalos Ticket x1,S.Rathalos Carapace x5,Rathalos Shell x8,###,1 EX銀火竜チケット,5 銀火竜の堅殻,8 火竜の甲殻
EX Golden Lunehelm : EX G. Rathian Ticket x1,G.Rathian Spike+ x3,Rathian Shell x8,###,1 EX金火竜チケット,3 金火竜の上棘,8 雌火竜の甲殻
EX Golden Lunecap : EX G. Rathian Ticket x1,G.Rathian Spike+ x3,Rathian Shell x8,###,1 EX金火竜チケット,3 金火竜の上棘,8 雌火竜の甲殻
EX Hermitaur Mail : Rainbow Dandelion x1,Hermitaur Carapace x4,Killer Beetle x3,Genprey Hide+ x4,###,1 七色たんぽぽ,4 盾蟹の堅殻,3 キラビートル,4 ゲネポスの上皮
EX Rathian Mail : EX Rath Ticket x1,Rathian Scale+ x5,Rathian Spike x3,Fucium Ore x4,###,1 EX火竜チケット,5 雌火竜の上鱗,3 雌火竜の棘,4 ユニオン鉱石
EX Ceanataur Mail : Rainbow Dandelion x1,S. Ceanataur Carap. x4,S.Ceanataur Sml Shell x6,Daora Scale x2,###,1 七色たんぽぽ,4 鎌蟹の堅殻,6 鎌蟹の小殻,2 鋼の龍鱗
EX Zinogre Mail : EX Zinogre Ticket x1,Zinogre Electrofur x5,Zinogre Shocker x6,Shell Shocker+ x4,###,1 EX雷狼竜チケット,5 雷狼竜の高電毛,6 雷狼竜の蓄電殻,4 海竜の高電殻
EX Gore Mail : EX G. Magala Ticket x1,Gore Magala Carapace x5,Gore Magala Wing x4,S.Magala Horn+ x2,###,1 EX黒蝕竜チケット,5 黒蝕竜の堅殻,4 黒蝕竜の暗翼,2 天廻龍の尖角
EX Tigrex Mail : EX Tigrex Ticket x1,Tigrex Claw+ x5,Tigrex Fang x6,Plesioth Fang+ x4,###,1 EX轟竜チケット,5 轟竜の尖爪,6 轟竜の牙,4 水竜の鋭牙
EX Rathian Mail S : EX Rath Ticket S x1,Rathian Scale+ x5,Rathian Spike x3,Fucium Ore x4,###,1 EX火竜チケットＳ,5 雌火竜の上鱗,3 雌火竜の棘,4 ユニオン鉱石
EX Tigrex Mail S : EX Tigrex Ticket S x1,Tigrex Claw+ x5,Tigrex Fang x6,S.Queen Sharpclaw x4,###,1 EX轟竜チケットＳ,5 轟竜の尖爪,6 轟竜の牙,4 重甲虫の鋭爪
EX Arc Mail : EX S. Magala Ticket x1,S.Magala Carapace x5,S.Magala Prismwing x4,Gore Magala Feeler+ x2,###,1 EX天廻龍チケット,5 天廻龍の堅殻,4 天廻龍の虹翼,2 黒蝕竜の尖触角
EX Storge Mail : EX S. Magala Ticket x1,S.Magala Carapace x5,S.Magala Prismwing x4,Gore Magala Feeler+ x2,###,1 EX天廻龍チケット,5 天廻龍の堅殻,4 天廻龍の虹翼,2 黒蝕竜の尖触角
EX Kushala Cista : EX Daora Ticket x1,Daora Carapace x5,Daora Horn+ x2,????? x8,###,1 EX鋼龍チケット,5 鋼龍の堅殻,2 鋼龍の尖角,8 鋼龍素材(pts)
EX Mizuha Guards : EX Chameleos Ticket x1,Chameleos Hide+ x5,Chameleos Horn+ x4,###,1 EX霞龍チケット,5 霞龍の上皮,4 霞龍の尖角
EX Kaiser Mail : EX Teostra Ticket x1,Teostra Carapace x5,Teostra Horn+ x4,###,1 EX炎王龍チケット,5 炎王龍の堅殻,4 炎王龍の尖角
EX Silver Solmail : EX S. Rathalos Ticket x1,S.Rathalos Scale+ x5,Rathalos Webbing x8,###,1 EX銀火竜チケット,5 銀火竜の上鱗,8 火竜の翼膜
EX Golden Lunemail : EX G. Rathian Ticket x1,G.Rathian Scale+ x5,Rathian Webbing x8,###,1 EX金火竜チケット,5 金火竜の上鱗,8 雌火竜の翼膜
EX Hermitaur Vest : Rainbow Dandelion x1,Hermitaur Carapace x4,Killer Beetle x3,Genprey Hide+ x4,###,1 七色たんぽぽ,4 盾蟹の堅殻,3 キラビートル,4 ゲネポスの上皮
EX Rathian Vest : EX Rath Ticket x1,Rathian Scale+ x5,Rathian Spike x3,Fucium Ore x4,###,1 EX火竜チケット,5 雌火竜の上鱗,3 雌火竜の棘,4 ユニオン鉱石
EX Ceanataur Vest : Rainbow Dandelion x1,S. Ceanataur Carap. x4,S.Ceanataur Sml Shell x6,Daora Scale x2,###,1 七色たんぽぽ,4 鎌蟹の堅殻,6 鎌蟹の小殻,2 鋼の龍鱗
EX Zinogre Vest : EX Zinogre Ticket x1,Zinogre Electrofur x5,Zinogre Shocker x6,Shell Shocker+ x4,###,1 EX雷狼竜チケット,5 雷狼竜の高電毛,6 雷狼竜の蓄電殻,4 海竜の高電殻
EX Gore Vest : EX G. Magala Ticket x1,Gore Magala Carapace x5,Gore Magala Wing x4,S.Magala Horn+ x2,###,1 EX黒蝕竜チケット,5 黒蝕竜の堅殻,4 黒蝕竜の暗翼,2 天廻龍の尖角
EX Tigrex Vest : EX Tigrex Ticket x1,Tigrex Claw+ x5,Tigrex Fang x6,Plesioth Fang+ x4,###,1 EX轟竜チケット,5 轟竜の尖爪,6 轟竜の牙,4 水竜の鋭牙
EX Rathian Vest S : EX Rath Ticket S x1,Rathian Scale+ x5,Rathian Spike x3,Fucium Ore x4,###,1 EX火竜チケットＳ,5 雌火竜の上鱗,3 雌火竜の棘,4 ユニオン鉱石
EX Tigrex Vest S : EX Tigrex Ticket S x1,Tigrex Claw+ x5,Tigrex Fang x6,S.Queen Sharpclaw x4,###,1 EX轟竜チケットＳ,5 轟竜の尖爪,6 轟竜の牙,4 重甲虫の鋭爪
EX Arc Vest : EX S. Magala Ticket x1,S.Magala Carapace x5,S.Magala Prismwing x4,Gore Magala Feeler+ x2,###,1 EX天廻龍チケット,5 天廻龍の堅殻,4 天廻龍の虹翼,2 黒蝕竜の尖触角
EX Storge Vest : EX S. Magala Ticket x1,S.Magala Carapace x5,S.Magala Prismwing x4,Gore Magala Feeler+ x2,###,1 EX天廻龍チケット,5 天廻龍の堅殻,4 天廻龍の虹翼,2 黒蝕竜の尖触角
EX Kushala Vise : EX Daora Ticket x1,Daora Carapace x5,Daora Horn+ x2,????? x8,###,1 EX鋼龍チケット,5 鋼龍の堅殻,2 鋼龍の尖角,8 鋼龍素材(pts)
EX Cham Camise : EX Chameleos Ticket x1,Chameleos Hide+ x5,Chameleos Horn+ x4,###,1 EX霞龍チケット,5 霞龍の上皮,4 霞龍の尖角
EX Kaiser Vest : EX Teostra Ticket x1,Teostra Carapace x5,Teostra Horn+ x4,###,1 EX炎王龍チケット,5 炎王龍の堅殻,4 炎王龍の尖角
EX Silver Solvest : EX S. Rathalos Ticket x1,S.Rathalos Scale+ x5,Rathalos Webbing x8,###,1 EX銀火竜チケット,5 銀火竜の上鱗,8 火竜の翼膜
EX Golden Lunevest : EX G. Rathian Ticket x1,G.Rathian Scale+ x5,Rathian Webbing x8,###,1 EX金火竜チケット,5 金火竜の上鱗,8 雌火竜の翼膜
EX Hermitaur Faulds : Rainbow Dandelion x1,Hermitaur Carapace x4,Sharp Claw x4,Stoutbone x3,###,1 七色たんぽぽ,4 盾蟹の堅殻,4 とがった爪,3 堅牢な骨
EX Rathian Faulds : EX Rath Ticket x1,Rathian Scale+ x4,Rath Marrow x1,Firecell Stone x3,###,1 EX火竜チケット,4 雌火竜の上鱗,1 火竜の骨髄,3 獄炎石
EX Blango Faulds : Rainbow Dandelion x1,Blangonga Pelt+ x4,Blangonga Fang+ x2,Genprey Hide+ x5,###,1 七色たんぽぽ,4 雪獅子の剛毛,2 雪獅子の鋭牙,5 ゲネポスの上皮
EX Ceanataur Faulds : Rainbow Dandelion x1,S. Ceanataur Carap. x4,Ceanataur Shell x4,Monster Hardbone x1,###,1 七色たんぽぽ,4 鎌蟹の堅殻,4 鎌蟹の甲殻,1 堅竜骨
EX Zinogre Faulds : EX Zinogre Ticket x1,Zinogre Electrofur x5,Zinogre Claw x6,Thunder Sac x4,###,1 EX雷狼竜チケット,5 雷狼竜の高電毛,6 雷狼竜の爪,4 電撃袋
EX Tigrex Faulds : EX Tigrex Ticket x1,Tigrex Carapace x6,Tigrex Tail x3,Lavasioth Fang+ x4,###,1 EX轟竜チケット,6 轟竜の堅殻,3 轟竜の尻尾,4 溶岩竜の鋭牙
EX Rathian Faulds S : EX Rath Ticket S x1,Rathian Scale+ x4,Rath Marrow x1,Firecell Stone x3,###,1 EX火竜チケットＳ,4 雌火竜の上鱗,1 火竜の骨髄,3 獄炎石
EX Mizuha Sash : EX Chameleos Ticket x1,Chameleos Hide+ x5,Chameleos Claw+ x5,###,1 EX霞龍チケット,5 霞龍の上皮,5 霞龍の尖爪
EX Kaiser Faulds : EX Teostra Ticket x1,Teostra Carapace x5,Teostra Powder x4,###,1 EX炎王龍チケット,5 炎王龍の堅殻,4 炎龍の塵粉
EX Silver Solcoil : EX S. Rathalos Ticket x1,S.Rathalos Scale+ x5,Rath Marrow x3,###,1 EX銀火竜チケット,5 銀火竜の上鱗,3 火竜の骨髄
EX Golden Lunecoil : EX G. Rathian Ticket x1,G.Rathian Scale+ x5,Rath Marrow x3,###,1 EX金火竜チケット,5 金火竜の上鱗,3 火竜の骨髄
EX Hermitaur Coat : Rainbow Dandelion x1,Hermitaur Carapace x4,Sharp Claw x4,Stoutbone x3,###,1 七色たんぽぽ,4 盾蟹の堅殻,4 とがった爪,3 堅牢な骨
EX Rathian Coat : EX Rath Ticket x1,Rathian Scale+ x4,Rath Marrow x1,Firecell Stone x3,###,1 EX火竜チケット,4 雌火竜の上鱗,1 火竜の骨髄,3 獄炎石
EX Blango Coat : Rainbow Dandelion x1,Blangonga Pelt+ x4,Blangonga Fang+ x2,Genprey Hide+ x5,###,1 七色たんぽぽ,4 雪獅子の剛毛,2 雪獅子の鋭牙,5 ゲネポスの上皮
EX Ceanataur Coat : Rainbow Dandelion x1,S. Ceanataur Carap. x4,Ceanataur Shell x4,Monster Hardbone x1,###,1 七色たんぽぽ,4 鎌蟹の堅殻,4 鎌蟹の甲殻,1 堅竜骨
EX Zinogre Coat : EX Zinogre Ticket x1,Zinogre Electrofur x5,Zinogre Claw x6,Thunder Sac x4,###,1 EX雷狼竜チケット,5 雷狼竜の高電毛,6 雷狼竜の爪,4 電撃袋
EX Tigrex Coat : EX Tigrex Ticket x1,Tigrex Carapace x6,Tigrex Tail x3,Lavasioth Fang+ x4,###,1 EX轟竜チケット,6 轟竜の堅殻,3 轟竜の尻尾,4 溶岩竜の鋭牙
EX Rathian Coat S : EX Rath Ticket S x1,Rathian Scale+ x4,Rath Marrow x1,Firecell Stone x3,###,1 EX火竜チケットＳ,4 雌火竜の上鱗,1 火竜の骨髄,3 獄炎石
EX Cham Coat : EX Chameleos Ticket x1,Chameleos Hide+ x5,Chameleos Claw+ x5,###,1 EX霞龍チケット,5 霞龍の上皮,5 霞龍の尖爪
EX Kaiser Coat : EX Teostra Ticket x1,Teostra Carapace x5,Teostra Powder x4,###,1 EX炎王龍チケット,5 炎王龍の堅殻,4 炎龍の塵粉
EX Silver Solcoat : EX S. Rathalos Ticket x1,S.Rathalos Scale+ x5,Rath Marrow x3,###,1 EX銀火竜チケット,5 銀火竜の上鱗,3 火竜の骨髄
EX Golden Lunecoat : EX G. Rathian Ticket x1,G.Rathian Scale+ x5,Rath Marrow x3,###,1 EX金火竜チケット,5 金火竜の上鱗,3 火竜の骨髄
EX Hermitaur Greaves : ????? x1,Rainbow Dandelion x1,Hermitaur Carapace x4,Bulldrome Hide+ x2,Hercudrome x2,###,1 胴系統倍加,1 七色たんぽぽ,4 盾蟹の堅殻,2 大猪の硬い皮,2 ドスヘラクレス
EX Rathalos Greaves : EX Rath Ticket x1,Rathalos Carapace x5,Rathalos Webbing x4,Inferno Sac x2,###,1 EX火竜チケット,5 火竜の堅殻,4 火竜の翼膜,2 爆炎袋
EX Rathian Greaves S : EX Rath Ticket S x1,Rathian Carapace x5,Rathian Webbing x4,Inferno Sac x2,###,1 EX火竜チケットＳ,5 雌火竜の堅殻,4 雌火竜の翼膜,2 爆炎袋
EX Arc Greaves : EX S. Magala Ticket x1,S.Magala Caress+ x4,Pure Scale x5,Gore Magala Scale+ x4,###,1 EX天廻龍チケット,4 天廻龍の鋭浄爪,5 純白の龍鱗,4 黒蝕竜の上鱗
EX Storge Greaves : EX S. Magala Ticket x1,S.Magala Caress+ x4,Pure Scale x5,Gore Magala Scale+ x4,###,1 EX天廻龍チケット,4 天廻龍の鋭浄爪,5 純白の龍鱗,4 黒蝕竜の上鱗
EX Mizuha Leg Wrap : EX Chameleos Ticket x1,Chameleos Hide+ x5,Pearl Hide x8,###,1 EX霞龍チケット,5 霞龍の上皮,8 真珠色の柔皮
EX Kaiser Greaves : EX Teostra Ticket x1,Teostra Carapace x5,Fire Dragon Scale+ x5,###,1 EX炎王龍チケット,5 炎王龍の堅殻,5 獄炎の龍鱗
EX Silver Solgreaves : EX S. Rathalos Ticket x1,S.Rathalos Carapace x5,Rathalos Scale x8,###,1 EX銀火竜チケット,5 銀火竜の堅殻,8 火竜の鱗
EX Golden Lunegreaves : EX G. Rathian Ticket x1,G.Rathian Carapace x5,Rathian Scale x8,###,1 EX金火竜チケット,5 金火竜の堅殻,8 雌火竜の鱗
EX Hermitaur Leggings : ????? x1,Rainbow Dandelion x1,Hermitaur Carapace x4,Bulldrome Hide+ x2,Hercudrome x2,###,1 胴系統倍加,1 七色たんぽぽ,4 盾蟹の堅殻,2 大猪の硬い皮,2 ドスヘラクレス
EX Rathalos Leggings : EX Rath Ticket x1,Rathalos Carapace x5,Rathalos Webbing x4,Inferno Sac x2,###,1 EX火竜チケット,5 火竜の堅殻,4 火竜の翼膜,2 爆炎袋
EX Rathian Leggings S : EX Rath Ticket S x1,Rathian Carapace x5,Rathian Webbing x4,Inferno Sac x2,###,1 EX火竜チケットＳ,5 雌火竜の堅殻,4 雌火竜の翼膜,2 爆炎袋
EX Arc Leggings : EX S. Magala Ticket x1,S.Magala Caress+ x4,Pure Scale x5,Gore Magala Scale+ x4,###,1 EX天廻龍チケット,4 天廻龍の鋭浄爪,5 純白の龍鱗,4 黒蝕竜の上鱗
EX Storge Leggings : EX S. Magala Ticket x1,S.Magala Caress+ x4,Pure Scale x5,Gore Magala Scale+ x4,###,1 EX天廻龍チケット,4 天廻龍の鋭浄爪,5 純白の龍鱗,4 黒蝕竜の上鱗
EX Cham Trousers : EX Chameleos Ticket x1,Chameleos Hide+ x5,Pearl Hide x8,###,1 EX霞龍チケット,5 霞龍の上皮,8 真珠色の柔皮
EX Kaiser Leggings : EX Teostra Ticket x1,Teostra Carapace x5,Fire Dragon Scale+ x5,###,1 EX炎王龍チケット,5 炎王龍の堅殻,5 獄炎の龍鱗
EX Silver Solleggings : EX S. Rathalos Ticket x1,S.Rathalos Carapace x5,Rathalos Scale x8,###,1 EX銀火竜チケット,5 銀火竜の堅殻,8 火竜の鱗
EX Golden Luneleggings : EX G. Rathian Ticket x1,G.Rathian Carapace x5,Rathian Scale x8,###,1 EX金火竜チケット,5 金火竜の堅殻,8 雌火竜の鱗
EX Rathalos Braces : EX Rath Ticket x1,Rathalos Scale+ x4,Rath Wingtalon x5,Firecell Stone x3,###,1 EX火竜チケット,4 火竜の上鱗,5 火竜の翼爪,3 獄炎石
EX Gore Braces : EX G. Magala Ticket x1,Gore Magala Wing+ x4,Gore Magala Feeler x4,S.Magala Carapace x4,###,1 EX黒蝕竜チケット,4 黒蝕竜の上暗翼,4 黒蝕竜の触角,4 天廻龍の堅殻
EX Brachydios Braces : EX Brachydios Ticket x1,Brach Ebonshell+ x4,Brach Hammer x5,Novacrystal x5,###,1 EX砕竜チケット,4 砕竜の堅黒曜甲,5 砕竜の拳,5 ノヴァクリスタル
EX Rathian Braces S : EX Rath Ticket S x1,Rathian Carapace x5,Rath Wingtalon x5,Firecell Stone x3,###,1 EX火竜チケットＳ,5 雌火竜の堅殻,5 火竜の翼爪,3 獄炎石
EX Mizuha Sleeves : EX Chameleos Ticket x1,Chameleos Hide+ x5,Chameleos Claw+ x5,###,1 EX霞龍チケット,5 霞龍の上皮,5 霞龍の尖爪
EX Kaiser Braces : EX Teostra Ticket x1,Teostra Carapace x5,Teostra Claw+ x5,###,1 EX炎王龍チケット,5 炎王龍の堅殻,5 炎龍の尖爪
EX Silver Solbraces : EX S. Rathalos Ticket x1,S.Rathalos Tail x2,Rathalos Tail x4,###,1 EX銀火竜チケット,2 銀火竜の尻尾,4 火竜の尻尾
EX Golden Lunebraces : EX G. Rathian Ticket x1,G.Rathian Carapace x5,Rathian Spike x4,###,1 EX金火竜チケット,5 金火竜の堅殻,4 雌火竜の棘
EX Rathalos Guards : EX Rath Ticket x1,Rathalos Scale+ x4,Rath Wingtalon x5,Firecell Stone x3,###,1 EX火竜チケット,4 火竜の上鱗,5 火竜の翼爪,3 獄炎石
EX Gore Guards : EX G. Magala Ticket x1,Gore Magala Wing+ x4,Gore Magala Feeler x4,S.Magala Carapace x4,###,1 EX黒蝕竜チケット,4 黒蝕竜の上暗翼,4 黒蝕竜の触角,4 天廻龍の堅殻
EX Brachydios Guards : EX Brachydios Ticket x1,Brach Ebonshell+ x4,Brach Hammer x5,Novacrystal x5,###,1 EX砕竜チケット,4 砕竜の堅黒曜甲,5 砕竜の拳,5 ノヴァクリスタル
EX Rathian Guards S : EX Rath Ticket S x1,Rathian Carapace x5,Rath Wingtalon x5,Firecell Stone x3,###,1 EX火竜チケットＳ,5 雌火竜の堅殻,5 火竜の翼爪,3 獄炎石
EX Cham Sleeves : EX Chameleos Ticket x1,Chameleos Hide+ x5,Chameleos Claw+ x5,###,1 EX霞龍チケット,5 霞龍の上皮,5 霞龍の尖爪
EX Kaiser Guards : EX Teostra Ticket x1,Teostra Carapace x5,Teostra Claw+ x5,###,1 EX炎王龍チケット,5 炎王龍の堅殻,5 炎龍の尖爪
EX Silver Solguards : EX S. Rathalos Ticket x1,S.Rathalos Tail x2,Rathalos Tail x4,###,1 EX銀火竜チケット,2 銀火竜の尻尾,4 火竜の尻尾
EX Golden Luneguards : EX G. Rathian Ticket x1,G.Rathian Carapace x5,Rathian Spike x4,###,1 EX金火竜チケット,5 金火竜の堅殻,4 雌火竜の棘
Edel Hat : Hoshimi Flowers x1,Aqua Sac x1,Black Pearl x3,Yukumo Wood x1,###,1 星見の花,1 水袋,3 黒真珠,1 ユクモの木
Edel Brim : Hoshimi Flowers x1,Aqua Sac x1,Black Pearl x3,Yukumo Wood x1,###,1 星見の花,1 水袋,3 黒真珠,1 ユクモの木
Edel Vizor S : Torrent Sac x2,Hoshimi Flowers x2,Beruna Ticket x1,Yukumo Hardwood x2,###,2 大水袋,2 星見の花,1 ベルナチケット,2 ユクモの堅木
Edel Brim S : Torrent Sac x2,Hoshimi Flowers x2,Beruna Ticket x1,Yukumo Hardwood x2,###,2 大水袋,2 星見の花,1 ベルナチケット,2 ユクモの堅木
Edel Folia : Hoshimi Flowers x1,Aqua Sac x1,Ivy x8,Yukumo Wood x1,###,1 星見の花,1 水袋,8 ツタの葉,1 ユクモの木
Edel Folia S : Torrent Sac x2,Hoshimi Flowers x2,Beruna Ticket x1,Yukumo Hardwood x2,###,2 大水袋,2 星見の花,1 ベルナチケット,2 ユクモの堅木
Edel Fronds : Hoshimi Flowers x1,Aqua Sac x1,Ivy x8,Yukumo Wood x1,###,1 星見の花,1 水袋,8 ツタの葉,1 ユクモの木
Edel Fronds S : Torrent Sac x2,Hoshimi Flowers x2,Beruna Ticket x1,Yukumo Hardwood x2,###,2 大水袋,2 星見の花,1 ベルナチケット,2 ユクモの堅木
Edel Creeper : Hoshimi Flowers x1,Aqua Sac x1,Spider Web x8,Yukumo Wood x1,###,1 星見の花,1 水袋,8 クモの巣,1 ユクモの木
Edel Creeper S : Torrent Sac x2,Hoshimi Flowers x2,Beruna Ticket x1,Yukumo Hardwood x2,###,2 大水袋,2 星見の花,1 ベルナチケット,2 ユクモの堅木
Edel Tendril : Hoshimi Flowers x1,Aqua Sac x1,Spider Web x8,Yukumo Wood x1,###,1 星見の花,1 水袋,8 クモの巣,1 ユクモの木
Edel Tendril S : Torrent Sac x2,Hoshimi Flowers x2,Beruna Ticket x1,Yukumo Hardwood x2,###,2 大水袋,2 星見の花,1 ベルナチケット,2 ユクモの堅木
Edel Jacket : Hoshimi Flowers x1,Aqua Sac x1,Sap Plant x8,Yukumo Wood x1,###,1 星見の花,1 水袋,8 ネンチャク草,1 ユクモの木
Edel Ribplate S : Torrent Sac x2,Hoshimi Flowers x2,Beruna Ticket x1,Yukumo Hardwood x2,###,2 大水袋,2 星見の花,1 ベルナチケット,2 ユクモの堅木
Edel Ribguard : Hoshimi Flowers x1,Aqua Sac x1,Sap Plant x8,Yukumo Wood x1,###,1 星見の花,1 水袋,8 ネンチャク草,1 ユクモの木
Edel Ribguard S : Torrent Sac x2,Hoshimi Flowers x2,Beruna Ticket x1,Yukumo Hardwood x2,###,2 大水袋,2 星見の花,1 ベルナチケット,2 ユクモの堅木
Edel Roots : Hoshimi Flowers x1,Aqua Sac x1,Carpenterbug x5,Yukumo Wood x1,###,1 星見の花,1 水袋,5 セッチャクロアリ,1 ユクモの木
Edel Roots S : Torrent Sac x2,Hoshimi Flowers x2,Beruna Ticket x1,Yukumo Hardwood x2,###,2 大水袋,2 星見の花,1 ベルナチケット,2 ユクモの堅木
Edel Radicles : Hoshimi Flowers x1,Aqua Sac x1,Carpenterbug x5,Yukumo Wood x1,###,1 星見の花,1 水袋,5 セッチャクロアリ,1 ユクモの木
Edel Radicles S : Torrent Sac x2,Hoshimi Flowers x2,Beruna Ticket x1,Yukumo Hardwood x2,###,2 大水袋,2 星見の花,1 ベルナチケット,2 ユクモの堅木
Ember Helm LV1 : Ember Proof 1 x1,E. Dinovaldo Scale x2,Dinovaldo Fang+ x5,Variant Bone x2,###,1 燼滅刃狩猟の証１,2 燼滅刃の鱗,5 斬竜の鋭牙,2 異形の骨
Ember Cap LV1 : Ember Proof 1 x1,E. Dinovaldo Scale x2,Dinovaldo Fang+ x5,Variant Bone x2,###,1 燼滅刃狩猟の証１,2 燼滅刃の鱗,5 斬竜の鋭牙,2 異形の骨
Ember Helm LV6 : Ember Proof 6 x1,E. Dinovaldo Scale x2,###,1 燼滅刃狩猟の証６,2 燼滅刃の鱗
Ember Cap LV6 : Ember Proof 6 x1,E. Dinovaldo Scale x2,###,1 燼滅刃狩猟の証６,2 燼滅刃の鱗
Ember Mail LV1 : Ember Proof 1 x1,E. Dinovaldo Scale x3,Dinovaldo Red Chunk x4,Variant Bone x2,###,1 燼滅刃狩猟の証１,3 燼滅刃の鱗,4 赤熱した紅焔嚢,2 異形の骨
Ember Mail LV6 : Ember Proof 6 x1,E. Dinovaldo Scale x2,###,1 燼滅刃狩猟の証６,2 燼滅刃の鱗
Ember Vest LV1 : Ember Proof 1 x1,E. Dinovaldo Scale x3,Dinovaldo Red Chunk x4,Variant Bone x2,###,1 燼滅刃狩猟の証１,3 燼滅刃の鱗,4 赤熱した紅焔嚢,2 異形の骨
Ember Vest LV6 : Ember Proof 6 x1,E. Dinovaldo Scale x2,###,1 燼滅刃狩猟の証６,2 燼滅刃の鱗
Ember Faulds LV1 : Ember Proof 1 x1,E. Dinovaldo Shell x2,Dinovaldo Tail x2,Variant Bone x2,###,1 燼滅刃狩猟の証１,2 燼滅刃の甲殻,2 斬竜の尻尾,2 異形の骨
Ember Faulds LV6 : Ember Proof 6 x1,E. Dinovaldo Scale x2,###,1 燼滅刃狩猟の証６,2 燼滅刃の鱗
Ember Coat LV1 : Ember Proof 1 x1,E. Dinovaldo Shell x2,Dinovaldo Tail x2,Variant Bone x2,###,1 燼滅刃狩猟の証１,2 燼滅刃の甲殻,2 斬竜の尻尾,2 異形の骨
Ember Coat LV6 : Ember Proof 6 x1,E. Dinovaldo Scale x2,###,1 燼滅刃狩猟の証６,2 燼滅刃の鱗
Ember Greaves LV1 : Ember Proof 1 x1,E. Dinovaldo Shell x3,Dinovaldo Scale+ x5,Monster Hardbone x4,###,1 燼滅刃狩猟の証１,3 燼滅刃の甲殻,5 斬竜の上鱗,4 堅竜骨
Ember Greaves LV6 : Ember Proof 6 x1,E. Dinovaldo Scale x2,###,1 燼滅刃狩猟の証６,2 燼滅刃の鱗
Ember Leggings LV1 : Ember Proof 1 x1,E. Dinovaldo Shell x3,Dinovaldo Scale+ x5,Monster Hardbone x4,###,1 燼滅刃狩猟の証１,3 燼滅刃の甲殻,5 斬竜の上鱗,4 堅竜骨
Ember Leggings LV6 : Ember Proof 6 x1,E. Dinovaldo Scale x2,###,1 燼滅刃狩猟の証６,2 燼滅刃の鱗
Ember Braces LV1 : Ember Proof 1 x1,E. Dinovaldo Shell x3,Dinovaldo Flame Shell+ x4,Monster Hardbone x4,###,1 燼滅刃狩猟の証１,3 燼滅刃の甲殻,4 斬竜の焔状殻,4 堅竜骨
Ember Braces LV6 : Ember Proof 6 x1,E. Dinovaldo Scale x2,###,1 燼滅刃狩猟の証６,2 燼滅刃の鱗
Ember Guards LV1 : Ember Proof 1 x1,E. Dinovaldo Shell x3,Dinovaldo Flame Shell+ x4,Monster Hardbone x4,###,1 燼滅刃狩猟の証１,3 燼滅刃の甲殻,4 斬竜の焔状殻,4 堅竜骨
Ember Guards LV6 : Ember Proof 6 x1,E. Dinovaldo Scale x2,###,1 燼滅刃狩猟の証６,2 燼滅刃の鱗
Escadora Wisdom R : Skypiercer x3,Ferocious Scale x2,Pure ElderDrgnBlood x1,????? x8,###,3 天をつらぬく角,2 獰猛な蝕龍鱗,1 古龍の浄血,8 獰猛化素材(上位pts)
Escadora Sagesse R : Skypiercer x3,Ferocious Scale x2,Pure ElderDrgnBlood x1,????? x8,###,3 天をつらぬく角,2 獰猛な蝕龍鱗,1 古龍の浄血,8 獰猛化素材(上位pts)
Escadora Might R : Alatreon Tail x3,Ferocious Scale x2,Pure ElderDrgnBlood x1,????? x8,###,3 煌黒龍の尻尾,2 獰猛な蝕龍鱗,1 古龍の浄血,8 獰猛化素材(上位pts)
Escadora Force R : Alatreon Tail x3,Ferocious Scale x2,Pure ElderDrgnBlood x1,????? x8,###,3 煌黒龍の尻尾,2 獰猛な蝕龍鱗,1 古龍の浄血,8 獰猛化素材(上位pts)
Escadora Sheath R : Alatreon Plate x6,Ferocious Scale x2,Pure ElderDrgnBlood x1,????? x8,###,6 煌黒龍の逆鱗,2 獰猛な蝕龍鱗,1 古龍の浄血,8 獰猛化素材(上位pts)
Escadora Scala R : Alatreon Plate x6,Ferocious Scale x2,Pure ElderDrgnBlood x1,????? x8,###,6 煌黒龍の逆鱗,2 獰猛な蝕龍鱗,1 古龍の浄血,8 獰猛化素材(上位pts)
Escadora Armguards R : Alatreon Talon x5,Ferocious Scale x2,Pure ElderDrgnBlood x1,????? x8,###,5 煌黒龍の尖爪,2 獰猛な蝕龍鱗,1 古龍の浄血,8 獰猛化素材(上位pts)
Escadora Arma R : Alatreon Talon x5,Ferocious Scale x2,Pure ElderDrgnBlood x1,????? x8,###,5 煌黒龍の尖爪,2 獰猛な蝕龍鱗,1 古龍の浄血,8 獰猛化素材(上位pts)
Escadora Wisdom : Brkn Skypiercer x4,Skypiercer x1,Alatreon Plate x4,Gamuto Scalp x2,###,4 砕けた天角,1 天をつらぬく角,4 煌黒龍の逆鱗,2 巨獣の頭殻
