Esurient Helm : Spattered Hide x4,Deviljho Scale x2,Deviljho Scalp x4,Elder Dragon Bone x2, : 4 歴戦の漆黒皮,2 恐暴竜の黒鱗,4 恐暴竜の頭殻,2 古龍骨
Esurient Mail : Spattered Hide x5,Deviljho Talon x4,Deviljho Tallfang x2,Elder Dragon Blood x1, : 5 歴戦の漆黒皮,4 恐暴竜の鉤爪,2 恐暴竜の大牙,1 古龍の血
Esurient Faulds : Spattered Hide x4,Deviljho Tallfang x2,Deviljho Tail x2,Elder Dragon Bone x2, : 4 歴戦の漆黒皮,2 恐暴竜の大牙,2 恐暴竜の尻尾,2 古龍骨
Esurient Greaves : Spattered Hide x2,Deviljho Scale x6,Deviljho Talon x4,Elder Dragon Blood x1, : 2 歴戦の漆黒皮,6 恐暴竜の黒鱗,4 恐暴竜の鉤爪,1 古龍の血
Esurient Vambraces : Black Blood x4,Deviljho Scale x6,Deviljho Gem x1,Elder Dragon Blood x2, : 4 ドス黒い血,6 恐暴竜の黒鱗,1 恐暴竜の宝玉,2 古龍の血
Esurient Cap Z : Bloodied Ebonhide x4,Deviljho Shard x2,Vile Fang x4,Lrg ElderDragon Bone x2, : 4 血戦の漆黒皮,2 恐暴竜の厚黒鱗,4 極悪な牙,2 太古龍骨
Esurient Vest Z : Bloodied Ebonhide x5,Deviljho Ripper x4,Deviljho Hardfang x2,Lrg Wyvern Gem x1, : 5 血戦の漆黒皮,4 恐暴竜の剛鉤爪,2 恐暴竜の重牙,1 大竜玉
Esurient Coat Z : Bloodied Ebonhide x4,Deviljho Hardfang x2,Deviljho Flail x2,Lrg ElderDragon Bone x2, : 4 血戦の漆黒皮,2 恐暴竜の重牙,2 恐暴竜の重尾,2 太古龍骨
Esurient Leggings Z : Bloodied Ebonhide x2,Deviljho Shard x6,Deviljho Ripper x4,Lrg Wyvern Gem x1, : 2 血戦の漆黒皮,6 恐暴竜の厚黒鱗,4 恐暴竜の剛鉤爪,1 大竜玉
Esurient Guards Z : Vile Fang x4,Deviljho Shard x6,Deviljho Crook x1,Lrg Wyvern Gem x1, : 4 極悪な牙,6 恐暴竜の厚黒鱗,1 恐暴竜の滅鱗,1 大竜玉
Esurient Cap : Spattered Hide x4,Deviljho Scale x2,Deviljho Scalp x4,Elder Dragon Bone x2, : 4 歴戦の漆黒皮,2 恐暴竜の黒鱗,4 恐暴竜の頭殻,2 古龍骨
Esurient Vest : Spattered Hide x5,Deviljho Talon x4,Deviljho Tallfang x2,Elder Dragon Blood x1, : 5 歴戦の漆黒皮,4 恐暴竜の鉤爪,2 恐暴竜の大牙,1 古龍の血
Esurient Coat : Spattered Hide x4,Deviljho Tallfang x2,Deviljho Tail x2,Elder Dragon Bone x2, : 4 歴戦の漆黒皮,2 恐暴竜の大牙,2 恐暴竜の尻尾,2 古龍骨
Esurient Leggings : Spattered Hide x2,Deviljho Scale x6,Deviljho Talon x4,Elder Dragon Blood x1, : 2 歴戦の漆黒皮,6 恐暴竜の黒鱗,4 恐暴竜の鉤爪,1 古龍の血
Esurient Guards : Black Blood x4,Deviljho Scale x6,Deviljho Gem x1,Elder Dragon Blood x2, : 4 ドス黒い血,6 恐暴竜の黒鱗,1 恐暴竜の宝玉,2 古龍の血
Excello Helm Z : Dire Blastheart x1,M.Tigrex Hardfang x2,M.Tigrex Shard x2,Lrg Elder Dragon Gem x1, : 1 驚異の大爆心,2 大轟竜の重牙,2 大轟竜の厚鱗,1 古龍の大宝玉
Excello Mail Z : M.Tigrex Trigger x4,M.Tigrex Cortex x6,Tigrex Maw x2,Conquest Sphere x1, : 4 大轟竜の剛爆爪,6 大轟竜の重殻,2 轟竜のアギト,1 覇導玉
Excello Coil Z : M.Tigrex Cortex x6,M.Tigrex Shard x5,Tigrex Maw x2,Lrg Wyvern Gem x1, : 6 大轟竜の重殻,5 大轟竜の厚鱗,2 轟竜のアギト,1 大竜玉
Excello Greaves Z : M.Tigrex Shard x6,M.Tigrex Trigger x4,M.Tigrex Cortex x4,Lrg Wyvern Gem x1, : 6 大轟竜の厚鱗,4 大轟竜の剛爆爪,4 大轟竜の重殻,1 大竜玉
Excello Vambraces Z : M.Tigrex Hardfang x3,M.Tigrex Shard x6,M.Tigrex Lash x2,Lrg Elder Dragon Gem x1, : 3 大轟竜の重牙,6 大轟竜の厚鱗,2 大轟竜の靭尾,1 古龍の大宝玉
Excello Helm : Pulsating Blastheart x1,M.Tigrex Fang+ x2,M.Tigrex Scale+ x2,Teostra Gem x1, : 1 脈動する爆心,2 大轟竜の鋭牙,2 大轟竜の上鱗,1 炎龍の宝玉
Excello Mail : M.Tigrex Blastclaw x4,M.Tigrex Carapace x6,Tigrex Maw x1,Akantor Gem x1, : 4 大轟竜の爆爪,6 大轟竜の堅殻,1 轟竜のアギト,1 覇竜の宝玉
Excello Coil : M.Tigrex Carapace x6,M.Tigrex Scale+ x5,Tigrex Maw x1,Rath Medulla x1, : 6 大轟竜の堅殻,5 大轟竜の上鱗,1 轟竜のアギト,1 火竜の延髄
Excello Greaves : M.Tigrex Scale+ x6,M.Tigrex Blastclaw x4,M.Tigrex Carapace x4,Gravios Medulla x1, : 6 大轟竜の上鱗,4 大轟竜の爆爪,4 大轟竜の堅殻,1 鎧竜の延髄
Excello Vambraces : M.Tigrex Fang+ x3,M.Tigrex Scale+ x6,M.Tigrex Tail x2,Daora Gem x1, : 3 大轟竜の鋭牙,6 大轟竜の上鱗,2 大轟竜の尻尾,1 鋼龍の宝玉
Excello Cap Z : Dire Blastheart x1,M.Tigrex Hardfang x2,M.Tigrex Shard x2,Lrg Elder Dragon Gem x1, : 1 驚異の大爆心,2 大轟竜の重牙,2 大轟竜の厚鱗,1 古龍の大宝玉
Excello Vest Z : M.Tigrex Trigger x4,M.Tigrex Cortex x6,Tigrex Maw x2,Conquest Sphere x1, : 4 大轟竜の剛爆爪,6 大轟竜の重殻,2 轟竜のアギト,1 覇導玉
Excello Coat Z : M.Tigrex Cortex x6,M.Tigrex Shard x5,Tigrex Maw x2,Lrg Wyvern Gem x1, : 6 大轟竜の重殻,5 大轟竜の厚鱗,2 轟竜のアギト,1 大竜玉
Excello Leggings Z : M.Tigrex Shard x6,M.Tigrex Trigger x4,M.Tigrex Cortex x4,Lrg Wyvern Gem x1, : 6 大轟竜の厚鱗,4 大轟竜の剛爆爪,4 大轟竜の重殻,1 大竜玉
Excello Guards Z : M.Tigrex Hardfang x3,M.Tigrex Shard x6,M.Tigrex Lash x2,Lrg Elder Dragon Gem x1, : 3 大轟竜の重牙,6 大轟竜の厚鱗,2 大轟竜の靭尾,1 古龍の大宝玉
Excello Cap : Pulsating Blastheart x1,M.Tigrex Fang+ x2,M.Tigrex Scale+ x2,Teostra Gem x1, : 1 脈動する爆心,2 大轟竜の鋭牙,2 大轟竜の上鱗,1 炎龍の宝玉
Excello Vest : M.Tigrex Blastclaw x4,M.Tigrex Carapace x6,Tigrex Maw x1,Akantor Gem x1, : 4 大轟竜の爆爪,6 大轟竜の堅殻,1 轟竜のアギト,1 覇竜の宝玉
Excello Coat : M.Tigrex Carapace x6,M.Tigrex Scale+ x5,Tigrex Maw x1,Rath Medulla x1, : 6 大轟竜の堅殻,5 大轟竜の上鱗,1 轟竜のアギト,1 火竜の延髄
Excello Leggings : M.Tigrex Scale+ x6,M.Tigrex Blastclaw x4,M.Tigrex Carapace x4,Gravios Medulla x1, : 6 大轟竜の上鱗,4 大轟竜の爆爪,4 大轟竜の堅殻,1 鎧竜の延髄
Excello Guards : M.Tigrex Fang+ x3,M.Tigrex Scale+ x6,M.Tigrex Tail x2,Daora Gem x1, : 3 大轟竜の鋭牙,6 大轟竜の上鱗,2 大轟竜の尻尾,1 鋼龍の宝玉
Exclusive Glasses X : Allfire Stone x3,Legend Coin G x3,Flying Coin G x3, : 3 真紅蓮石,3 デンセツコインＧ,3 飛竜のコインＧ
Exclusive Vest X : Cosmicite Ore x5,Legend Coin G x3,Brute Coin G x5, : 5 コスモライト鉱石,3 デンセツコインＧ,5 獣竜のコインＧ
Exclusive Frills X : Cosmicite Ore x5,Legend Coin G x3,Brute Coin G x5, : 5 コスモライト鉱石,3 デンセツコインＧ,5 獣竜のコインＧ
Exclusive Tights X : Allfire Stone x3,Legend Coin G x3,Flying Coin G x3, : 3 真紅蓮石,3 デンセツコインＧ,3 飛竜のコインＧ
Exclusive Sleeves X : Allfire Stone x3,Legend Coin G x3,Flying Coin G x3, : 3 真紅蓮石,3 デンセツコインＧ,3 飛竜のコインＧ
False Felyne : Fake Catalog x1,Pawprint Stamp x3,Unknown Skull x1,Immenseness Ticket x1, : 1 フェイクカタログ,3 肉球のスタンプ,1 なぞの頭骨,1 大長老チケット
Fatalis Crimsonhead : Fatalis Devileye x3,Fatalis Bloodscale x5,Fatalis Bloodhorn x2,Akantor Gem x1, : 3 黒龍の魔眼,5 黒龍の紅鱗,2 黒龍の紅角,1 覇竜の宝玉
Fatalis Crimsonhide : Fatalis Bloodhorn x2,Fatalis Bloodshell x5,Fatalis Bloodscale x4,S.Zinogre Umbrage x1, : 2 黒龍の紅角,5 黒龍の紅殻,4 黒龍の紅鱗,1 獄狼竜の昏玉
Fatalis Crimsonwings : Fatalis Bloodshell x3,Fatalis Bloodscale x2,Fatalis Bloodwing x1,Fatalis Bloodhorn x1, : 3 黒龍の紅殻,2 黒龍の紅鱗,1 黒龍の紅翼,1 黒龍の紅角
Fatalis Crimsonfeet : Fatalis Bloodscale x6,Fatalis Bloodshell x6,Fatalis Bloodwing x2,Deviljho Gem x1, : 6 黒龍の紅鱗,6 黒龍の紅殻,2 黒龍の紅翼,1 恐暴竜の宝玉
Fatalis Crimsonclaws : Fatalis Bloodhorn x2,Fatalis Bloodshell x4,Fatalis Bloodwing x3,Brach Gem x1, : 2 黒龍の紅角,4 黒龍の紅殻,3 黒龍の紅翼,1 砕竜の宝玉
Fatalis Crimsonface : Fatalis Devileye x3,Fatalis Bloodscale x5,Fatalis Bloodhorn x2,Akantor Gem x1, : 3 黒龍の魔眼,5 黒龍の紅鱗,2 黒龍の紅角,1 覇竜の宝玉
Fatalis Crimsonskin : Fatalis Bloodhorn x2,Fatalis Bloodshell x5,Fatalis Bloodscale x4,S.Zinogre Umbrage x1, : 2 黒龍の紅角,5 黒龍の紅殻,4 黒龍の紅鱗,1 獄狼竜の昏玉
Fatalis Crimsontail : Fatalis Bloodshell x3,Fatalis Bloodscale x2,Fatalis Bloodwing x1,Fatalis Bloodhorn x1, : 3 黒龍の紅殻,2 黒龍の紅鱗,1 黒龍の紅翼,1 黒龍の紅角
Fatalis Crimsonlegs : Fatalis Bloodscale x6,Fatalis Bloodshell x6,Fatalis Bloodwing x2,Deviljho Gem x1, : 6 黒龍の紅鱗,6 黒龍の紅殻,2 黒龍の紅翼,1 恐暴竜の宝玉
Fatalis Crimsonfists : Fatalis Bloodhorn x2,Fatalis Bloodshell x4,Fatalis Bloodwing x3,Brach Gem x1, : 2 黒龍の紅角,4 黒龍の紅殻,3 黒龍の紅翼,1 砕竜の宝玉
Felyne Hairband X : Legend Coin G x3,Brute Coin G x5,Toad Coin G x5,Daimyo Coin x3, : 3 デンセツコインＧ,5 獣竜のコインＧ,5 ガマのコインＧ,3 ダイミョウコイン
Felyne Hairband : Ace Hunter Coin x5,Pawprint Stamp x3, : 5 撃龍王のコイン,3 肉球のスタンプ
Friendship Feather : Palico Ticket x3,Commendation x3,Pawprint Stamp x3, : 3 オトモチケット,3 勇気の証,3 肉球のスタンプ
G. Knight Feather X : Allfire Stone x3,Legend Coin G x3,Flying Coin G x3, : 3 真紅蓮石,3 デンセツコインＧ,3 飛竜のコインＧ
G. Knight Suit X : Cosmicite Ore x5,Legend Coin G x3,Brute Coin G x5, : 5 コスモライト鉱石,3 デンセツコインＧ,5 獣竜のコインＧ
G. Knight Coat X : Cosmicite Ore x5,Legend Coin G x3,Brute Coin G x5, : 5 コスモライト鉱石,3 デンセツコインＧ,5 獣竜のコインＧ
G. Knight Boots X : Allfire Stone x3,Legend Coin G x3,Flying Coin G x3, : 3 真紅蓮石,3 デンセツコインＧ,3 飛竜のコインＧ
G. Knight Gloves X : Allfire Stone x3,Legend Coin G x3,Flying Coin G x3, : 3 真紅蓮石,3 デンセツコインＧ,3 飛竜のコインＧ
G. Knight Mask X : Allfire Stone x3,Legend Coin G x3,Flying Coin G x3, : 3 真紅蓮石,3 デンセツコインＧ,3 飛竜のコインＧ
G. Knight Vest X : Cosmicite Ore x5,Legend Coin G x3,Brute Coin G x5, : 5 コスモライト鉱石,3 デンセツコインＧ,5 獣竜のコインＧ
G. Knight Kilt X : Cosmicite Ore x5,Legend Coin G x3,Brute Coin G x5, : 5 コスモライト鉱石,3 デンセツコインＧ,5 獣竜のコインＧ
G. Knight Tights X : Allfire Stone x3,Legend Coin G x3,Flying Coin G x3, : 3 真紅蓮石,3 デンセツコインＧ,3 飛竜のコインＧ
G. Knight Sleeves X : Allfire Stone x3,Legend Coin G x3,Flying Coin G x3, : 3 真紅蓮石,3 デンセツコインＧ,3 飛竜のコインＧ
GX Hunter's Casque : Hunter's Ticket x1,Kecha Auricle x3,Kecha Fur x6,Immenseness Ticket S x2, : 1 狩人チケット,3 奇猿狐の地獄耳,6 奇猿狐の豪剛毛,2 大長老チケットＳ
GX Hunter's Armor : Hunter's Ticket x1,Rajang Apoplexy x6,Gold Rajang Pelt+ x3,Allfire Stone x1, : 1 狩人チケット,6 金獅子の怒髪天,3 黄金の煌毛,1 真紅蓮石
GX Hunter's Base : Hunter's Ticket x1,E.Congalala Fur x5,Kecha Leadbone x5,Eltalite Ore x8, : 1 狩人チケット,5 緑毛獣の豪剛毛,5 奇猿狐の重長骨,8 エルトライト鉱石
GX Hunter's Cuisses : Hunter's Ticket x1,Vibrant Comb x3,E.Congalala Hardclaw x6,Immenseness Ticket S x2, : 1 狩人チケット,3 極彩色のトサカ,6 緑毛獣の剛爪,2 大長老チケットＳ
GX Hunter's Arms : Hunter's Ticket x1,Rajang Wildpelt x8,Rajang Heart x1,Massive Bone x4, : 1 狩人チケット,8 金獅子の黒荒毛,1 ラージャンハート,4 重厚な骨
GX Esurient Casque : Deviljho Ticket x2,Bloodied Ebonhide x5,Deviljho Blackpiel x8,Lrg Elder Dragon Gem x1, : 2 強欲チケット,5 血戦の漆黒皮,8 恐暴竜の厚黒皮,1 古龍の大宝玉
GX Esurient Armor : Deviljho Ticket x1,Vile Fang x6,Allfire Stone x5,Immenseness Ticket S x3, : 1 強欲チケット,6 極悪な牙,5 真紅蓮石,3 大長老チケットＳ
GX Esurient Base : Deviljho Ticket x1,Bloodied Ebonhide x4,Deviljho Flail x3,Immenseness Ticket S x3, : 1 強欲チケット,4 血戦の漆黒皮,3 恐暴竜の重尾,3 大長老チケットＳ
GX Esurient Cuisses : Deviljho Ticket x1,Bloodied Ebonhide x4,Deviljho Shard x8,Deviljho Crook x1, : 1 強欲チケット,4 血戦の漆黒皮,8 恐暴竜の厚黒鱗,1 恐暴竜の滅鱗
GX Esurient Arms : Deviljho Ticket x1,Bloodied Ebonhide x5,Deviljho Gem x1,Lrg Wyvern Gem x3, : 1 強欲チケット,5 血戦の漆黒皮,1 恐暴竜の宝玉,3 大竜玉
GX Tempest Diadem : Amatsu Ticket x1,Gogmazios Fortress x4,Gogmazios Briartail x2,Immenseness Ticket S x3, : 1 嵐龍チケット,4 巨戟龍の城殻,2 巨戟龍の荊棘尾,3 大長老チケットＳ
GX Tempest Vesture : Amatsu Ticket x2,Gogmazios Fortress x4,Gogmazios Battlement x6,Wartorn Dragonsphire x1, : 2 嵐龍チケット,4 巨戟龍の城殻,6 巨戟龍の塞鱗,1 戦火の龍神玉
GX Tempest Truss : Amatsu Ticket x1,Gogmazios Fortress x4,Gogmazios Fiberwing x3,Immenseness Ticket S x3, : 1 嵐龍チケット,4 巨戟龍の城殻,3 巨戟龍の筋繊翼,3 大長老チケットＳ
GX Tempest Wingpleats : Amatsu Ticket x1,Gogmazios Fortress x4,Gogmazios Battlement x6,S.Zinogre Skymerald x1, : 1 嵐龍チケット,4 巨戟龍の城殻,6 巨戟龍の塞鱗,1 獄狼竜の天玉
GX Welkin Trails : Amatsu Ticket x1,Gogmazios Offenders x4,Gogmazios Fiberwing x3,Zinogre Skymerald x1, : 1 嵐龍チケット,4 巨戟龍の戦爪,3 巨戟龍の筋繊翼,1 雷狼竜の天玉
GX Hunter's Coif : Hunter's Ticket x1,Kecha Auricle x3,Kecha Fur x6,Immenseness Ticket S x2, : 1 狩人チケット,3 奇猿狐の地獄耳,6 奇猿狐の豪剛毛,2 大長老チケットＳ
GX Hunter's Pizane : Hunter's Ticket x1,Rajang Apoplexy x6,Gold Rajang Pelt+ x3,Allfire Stone x1, : 1 狩人チケット,6 金獅子の怒髪天,3 黄金の煌毛,1 真紅蓮石
GX Hunter's Tuilles : Hunter's Ticket x1,E.Congalala Fur x5,Kecha Leadbone x5,Eltalite Ore x8, : 1 狩人チケット,5 緑毛獣の豪剛毛,5 奇猿狐の重長骨,8 エルトライト鉱石
GX Hunter's Jambs : Hunter's Ticket x1,Vibrant Comb x3,E.Congalala Hardclaw x6,Immenseness Ticket S x2, : 1 狩人チケット,3 極彩色のトサカ,6 緑毛獣の剛爪,2 大長老チケットＳ
GX Hunter's Bands : Hunter's Ticket x1,Rajang Wildpelt x8,Rajang Heart x1,Massive Bone x4, : 1 狩人チケット,8 金獅子の黒荒毛,1 ラージャンハート,4 重厚な骨
GX Esurient Coif : Deviljho Ticket x2,Bloodied Ebonhide x5,Deviljho Blackpiel x8,Lrg Elder Dragon Gem x1, : 2 強欲チケット,5 血戦の漆黒皮,8 恐暴竜の厚黒皮,1 古龍の大宝玉
GX Esurient Pizane : Deviljho Ticket x1,Vile Fang x6,Allfire Stone x5,Immenseness Ticket S x3, : 1 強欲チケット,6 極悪な牙,5 真紅蓮石,3 大長老チケットＳ
GX Esurient Tuilles : Deviljho Ticket x1,Bloodied Ebonhide x4,Deviljho Flail x3,Immenseness Ticket S x3, : 1 強欲チケット,4 血戦の漆黒皮,3 恐暴竜の重尾,3 大長老チケットＳ
GX Esurient Jambs : Deviljho Ticket x1,Bloodied Ebonhide x4,Deviljho Shard x8,Deviljho Crook x1, : 1 強欲チケット,4 血戦の漆黒皮,8 恐暴竜の厚黒鱗,1 恐暴竜の滅鱗
GX Esurient Bands : Deviljho Ticket x1,Bloodied Ebonhide x5,Deviljho Gem x1,Lrg Wyvern Gem x3, : 1 強欲チケット,5 血戦の漆黒皮,1 恐暴竜の宝玉,3 大竜玉
GX Welkin Diadem : Amatsu Ticket x1,Gogmazios Fortress x4,Gogmazios Briartail x2,Immenseness Ticket S x3, : 1 嵐龍チケット,4 巨戟龍の城殻,2 巨戟龍の荊棘尾,3 大長老チケットＳ
GX Welkin Vesture : Amatsu Ticket x2,Gogmazios Fortress x4,Gogmazios Battlement x6,Wartorn Dragonsphire x1, : 2 嵐龍チケット,4 巨戟龍の城殻,6 巨戟龍の塞鱗,1 戦火の龍神玉
GX Welkin Truss : Amatsu Ticket x1,Gogmazios Fortress x4,Gogmazios Fiberwing x3,Immenseness Ticket S x3, : 1 嵐龍チケット,4 巨戟龍の城殻,3 巨戟龍の筋繊翼,3 大長老チケットＳ
GX Welkin Wingpleats : Amatsu Ticket x1,Gogmazios Fortress x4,Gogmazios Battlement x6,S.Zinogre Skymerald x1, : 1 嵐龍チケット,4 巨戟龍の城殻,6 巨戟龍の塞鱗,1 獄狼竜の天玉
GX Tempest Trails : Amatsu Ticket x1,Gogmazios Offenders x4,Gogmazios Fiberwing x3,Zinogre Skymerald x1, : 1 嵐龍チケット,4 巨戟龍の戦爪,3 巨戟龍の筋繊翼,1 雷狼竜の天玉
Gargwa Mask : Gargwa Feather x3,Iron Ore x10, : 3 丸鳥の羽,10 鉄鉱石
Garuga Helm X : Garuga Silverpelt x4,Garuga Cortex x3,Garuga Auricle x2,Lrg Wyvern Gem x1, : 4 黒狼鳥の銀狼毛,3 黒狼鳥の重殻,2 黒狼鳥の地獄耳,1 大竜玉
Garuga Mail X : Garuga Shard x4,Garuga Cortex x4,Garuga Fellwing x4,Velocidrome Hardclaw x2, : 4 黒狼鳥の厚鱗,4 黒狼鳥の重殻,4 黒狼鳥の剛翼,2 ランポスの剛爪
Garuga Tassets X : Garuga Shard x4,Garuga Cortex x4,Conflagrant Sac x3,Eltalite Ore x2, : 4 黒狼鳥の厚鱗,4 黒狼鳥の重殻,3 業炎袋,2 エルトライト鉱石
Garuga Greaves X : Garuga Shard x5,Garuga Cortex x3,Garuga Fellwing x2,Emperor Hopper x4, : 5 黒狼鳥の厚鱗,3 黒狼鳥の重殻,2 黒狼鳥の剛翼,4 皇帝バッタ
Garuga Vambraces X : Garuga Shard x5,Garuga Cortex x3,Garuga Lash x1,Monster Slogbone x2, : 5 黒狼鳥の厚鱗,3 黒狼鳥の重殻,1 黒狼鳥の靭尾,2 重竜骨
Garuga Helm S : Garuga Auricle x2,Rejuvenated Beak x2,Garuga Carapace x3,Garuga Mane x4, : 2 黒狼鳥の地獄耳,2 イカしたクチバシ,3 黒狼鳥の堅殻,4 黒狼鳥のたてがみ
Garuga Mail S : Garuga Scale+ x4,Garuga Carapace x4,Garuga Wing x4,Gendrome Tail x2, : 4 黒狼鳥の上鱗,4 黒狼鳥の堅殻,4 黒狼鳥の翼,2 ドスゲネポスの尾
Garuga Tassets S : Garuga Scale+ x4,Garuga Carapace x4,Inferno Sac x3,Carbalite Ore x2, : 4 黒狼鳥の上鱗,4 黒狼鳥の堅殻,3 爆炎袋,2 カブレライト鉱石
Garuga Greaves S : Garuga Scale+ x5,Garuga Carapace x3,Garuga Wing x2,Hercudrome x4, : 5 黒狼鳥の上鱗,3 黒狼鳥の堅殻,2 黒狼鳥の翼,4 ドスヘラクレス
Garuga Vambraces S : Garuga Scale+ x5,Garuga Carapace x3,Garuga Tail x1,Monster Hardbone x2, : 5 黒狼鳥の上鱗,3 黒狼鳥の堅殻,1 黒狼鳥の尻尾,2 堅竜骨
Garuga Cap X : Garuga Silverpelt x4,Garuga Cortex x3,Garuga Auricle x2,Lrg Wyvern Gem x1, : 4 黒狼鳥の銀狼毛,3 黒狼鳥の重殻,2 黒狼鳥の地獄耳,1 大竜玉
Garuga Vest X : Garuga Shard x4,Garuga Cortex x4,Garuga Fellwing x4,Velocidrome Hardclaw x2, : 4 黒狼鳥の厚鱗,4 黒狼鳥の重殻,4 黒狼鳥の剛翼,2 ランポスの剛爪
Garuga Coat X : Garuga Shard x4,Garuga Cortex x4,Conflagrant Sac x3,Eltalite Ore x2, : 4 黒狼鳥の厚鱗,4 黒狼鳥の重殻,3 業炎袋,2 エルトライト鉱石
Garuga Leggings X : Garuga Shard x5,Garuga Cortex x3,Garuga Fellwing x2,Emperor Hopper x4, : 5 黒狼鳥の厚鱗,3 黒狼鳥の重殻,2 黒狼鳥の剛翼,4 皇帝バッタ
Garuga Guards X : Garuga Shard x5,Garuga Cortex x3,Garuga Lash x1,Monster Slogbone x2, : 5 黒狼鳥の厚鱗,3 黒狼鳥の重殻,1 黒狼鳥の靭尾,2 重竜骨
Garuga Mask : Fake Catalog x1,Rejuvenated Beak x1,Garuga Auricle x2,Allfire Stone x1, : 1 フェイクカタログ,1 イカしたクチバシ,2 黒狼鳥の地獄耳,1 真紅蓮石
Garuga Cap S : Garuga Auricle x2,Rejuvenated Beak x2,Garuga Carapace x3,Garuga Mane x4, : 2 黒狼鳥の地獄耳,2 イカしたクチバシ,3 黒狼鳥の堅殻,4 黒狼鳥のたてがみ
Garuga Vest S : Garuga Scale+ x4,Garuga Carapace x4,Garuga Wing x4,Gendrome Tail x2, : 4 黒狼鳥の上鱗,4 黒狼鳥の堅殻,4 黒狼鳥の翼,2 ドスゲネポスの尾
Garuga Coat S : Garuga Scale+ x4,Garuga Carapace x4,Inferno Sac x3,Carbalite Ore x2, : 4 黒狼鳥の上鱗,4 黒狼鳥の堅殻,3 爆炎袋,2 カブレライト鉱石
Garuga Leggings S : Garuga Scale+ x5,Garuga Carapace x3,Garuga Wing x2,Hercudrome x4, : 5 黒狼鳥の上鱗,3 黒狼鳥の堅殻,2 黒狼鳥の翼,4 ドスヘラクレス
Garuga Guards S : Garuga Scale+ x5,Garuga Carapace x3,Garuga Tail x1,Monster Hardbone x2, : 5 黒狼鳥の上鱗,3 黒狼鳥の堅殻,1 黒狼鳥の尻尾,2 堅竜骨
Garuga Helm : Garuga Ear x2,Sharpened Beak x2,Garuga Shell x3,Garuga Mane x2, : 2 黒狼鳥の耳,2 尖ったクチバシ,3 黒狼鳥の甲殻,2 黒狼鳥のたてがみ
Garuga Mail : Garuga Scale x4,Garuga Shell x5,Garuga Wing x3,Gendrome Hide x2, : 4 黒狼鳥の鱗,5 黒狼鳥の甲殻,3 黒狼鳥の翼,2 ドスゲネポスの皮
Garuga Tassets : Garuga Scale x4,Garuga Shell x5,Killer Beetle x2,Monster Bone L x2, : 4 黒狼鳥の鱗,5 黒狼鳥の甲殻,2 キラビートル,2 竜骨【大】
Garuga Greaves : Garuga Scale x5,Garuga Shell x4,Glueglopper x4,Gendrome Hide x2, : 5 黒狼鳥の鱗,4 黒狼鳥の甲殻,4 のりこねバッタ,2 ドスゲネポスの皮
Garuga Vambraces : Garuga Scale x5,Garuga Shell x4,Garuga Wing x2,Monster Bone+ x1, : 5 黒狼鳥の鱗,4 黒狼鳥の甲殻,2 黒狼鳥の翼,1 上竜骨
Garuga Cap : Garuga Ear x2,Sharpened Beak x2,Garuga Shell x3,Garuga Mane x2, : 2 黒狼鳥の耳,2 尖ったクチバシ,3 黒狼鳥の甲殻,2 黒狼鳥のたてがみ
Garuga Vest : Garuga Scale x4,Garuga Shell x5,Garuga Wing x3,Gendrome Hide x2, : 4 黒狼鳥の鱗,5 黒狼鳥の甲殻,3 黒狼鳥の翼,2 ドスゲネポスの皮
Garuga Coat : Garuga Scale x4,Garuga Shell x5,Killer Beetle x2,Monster Bone L x2, : 4 黒狼鳥の鱗,5 黒狼鳥の甲殻,2 キラビートル,2 竜骨【大】
Garuga Leggings : Garuga Scale x5,Garuga Shell x4,Glueglopper x4,Gendrome Hide x2, : 5 黒狼鳥の鱗,4 黒狼鳥の甲殻,4 のりこねバッタ,2 ドスゲネポスの皮
Garuga Guards : Garuga Scale x5,Garuga Shell x4,Garuga Wing x2,Monster Bone+ x1, : 5 黒狼鳥の鱗,4 黒狼鳥の甲殻,2 黒狼鳥の翼,1 上竜骨
Genesis Headpiece : Lao-Shan Horn x1,Lao-Shan Shell x4,Brach Scalp x1, : 1 老山龍の角,4 老山龍の甲殻,1 砕竜の頭殻
Genesis Torso : Lao-Shan Shell x4,Firestone x2,Tigrex Scalp x1, : 4 老山龍の甲殻,2 紅蓮石,1 轟竜の頭殻
Genesis Tassets : Lao-Shan Shell x4,Dragonite Ore x3,Gravios Shell x5, : 4 老山龍の甲殻,3 ドラグライト鉱石,5 鎧竜の甲殻
Genesis Pants : Lao-Shan Claw x3,Lao-Shan Shell x5,Rathian Spike x2, : 3 老山龍の大爪,5 老山龍の甲殻,2 雌火竜の棘
Genesis Gauntlets : Lao-Shan Shell x3,Lao-Shan Claw x1,Rathalos Webbing x2, : 3 老山龍の甲殻,1 老山龍の大爪,2 火竜の翼膜
Genprey Mask : Fake Catalog x1,Gendrome Head x1,Immenseness Ticket x1, : 1 フェイクカタログ,1 ドスゲネポスの頭,1 大長老チケット
Genprey Helm S : Genprey Scale+ x3,Genprey Hide+ x4,Carbalite Ore x2,Gendrome Head x1, : 3 ゲネポスの上鱗,4 ゲネポスの上皮,2 カブレライト鉱石,1 ドスゲネポスの頭
