Antidote Jewel : Aquaglow Jewel x1, Wroggi Hide x2 : 水光原珠 x1, フロギィの皮 x2
Resistor Jewel : Lazurite Jewel x1, Alatreon Plate x2 : 瑠璃原珠 x1, 煌黒龍の逆鱗 x2
Resistor Jewel : Lazurite Jewel x1, Skypiercer x1 : 瑠璃原珠 x1, 天をつらぬく角 x1
Steady Jewel : Adamant Orb x1, Miralis Fireback x2, Mystery Slime x1 : 金剛原珠 x1, 煉黒龍の燃殻 x2, なぞの粘菌 x1
Steady Jewel : Adamant Orb x1, Miralis Hellwing x1, R.Duram Hardtail x1 : 金剛原珠 x1, 煉黒龍の重翼 x1, 尾斧竜の重尾甲 x1
Guts Jewel : Adamant Orb x1, Avian Stoutbone x2, R.Duram Shell x1 : 金剛原珠 x1, 堅牢な鳥竜骨 x2, 尾斧竜の赤銅殻 x1
Guts Jewel : Adamant Orb x1, Durambolite x1, R.Duram Hardtail x3 : 金剛原珠 x1, ドボルストーン x1, 尾斧竜の重尾甲 x3
Player Jewel : Aquaglow Jewel x1, Chum-Chum Ticket x2, Pawprint Stamp x2 : 水光原珠 x1, トモダチケット x2, 肉球のスタンプ x2
Morale Jewel : Bloodrun Jewel x1, Chum-Chum Ticket x3, King's Frill x2 : 修羅原珠 x1, トモダチケット x3, 王者のエリマキ x2
Leader Jewel : Aquaglow Jewel x1, Chum-Chum Ticket x3, Catalyst x2, Max Potion x2 : 水光原珠 x1, トモダチケット x3, 増強剤 x2, 秘薬 x2
Leader Jewel : Lazurite Jewel x1, Chum-Chum Ticket x4, Snakebee Larva x2 : 瑠璃原珠 x1, トモダチケット x4, ツチハチノコ x2
